A1,A2,A3,B1,B2,B3,C1,C2,C3,
9,45,696,9,26,152,9,8,35,
10,43,698,9,28,155,8,9,36,
10,42,705,10,27,157,8,8,34,
11,45,711,10,28,158,9,7,36,
11,46,712,9,29,160,9,9,37,
10,47,715,10,29,160,9,9,38,
11,47,716,9,28,163,9,9,38,
12,47,717,11,28,164,8,9,36,
10,48,717,11,30,164,9,7,36,
11,46,714,10,28,162,7,8,36,
11,45,710,10,29,159,10,9,35,
11,46,714,10,29,158,8,9,35,
11,47,717,11,29,159,9,9,36,
12,47,720,10,29,162,9,10,36,
12,48,720,10,29,163,8,8,38,
8,47,720,10,30,164,8,9,37,
11,49,723,10,31,165,9,9,38,
11,48,719,11,29,163,9,9,37,
10,42,705,10,29,158,8,9,36,
11,41,701,11,29,156,8,7,35,
11,40,706,12,28,159,8,8,36,
12,42,720,12,29,162,9,8,37,
11,45,723,12,31,162,9,9,36,
11,46,725,13,31,165,9,9,36,
12,43,718,12,29,163,8,9,37,
10,40,709,10,28,160,8,8,36,
11,39,706,11,28,159,8,7,35,
10,41,708,12,27,160,10,9,37,
10,41,712,11,30,161,9,9,36,
11,41,708,11,29,160,8,8,35,
11,40,702,12,26,159,9,8,36,
10,38,697,12,26,158,10,8,35,
12,37,696,11,26,158,9,7,35,
10,37,695,12,26,156,8,7,36,
10,36,693,11,26,157,8,7,35,
10,37,694,11,26,157,9,8,35,
11,39,705,10,26,156,8,8,36,
11,39,715,11,26,158,9,8,36,
10,41,719,11,26,159,8,9,36,
11,41,723,11,29,161,8,9,37,
11,42,722,10,29,163,9,9,38,
11,43,724,9,29,163,9,8,38,
10,43,725,10,27,161,8,8,37,
11,42,726,10,27,159,8,8,37,
11,44,725,8,27,156,9,9,37,
10,45,729,9,28,156,9,8,37,
11,46,737,9,28,162,9,10,37,
11,43,733,10,28,162,8,9,38,
10,43,732,10,28,163,9,8,38,
11,43,737,10,28,167,8,9,38,
10,43,737,11,29,167,7,10,38,
11,43,733,10,29,168,8,8,38,
10,42,735,11,29,167,8,9,39,
11,43,735,10,30,168,8,9,39,
10,42,731,10,30,169,8,9,39,
9,41,727,10,29,167,9,8,40,
11,40,731,12,29,167,8,9,39,
10,43,741,10,31,170,8,9,39,
10,43,744,11,30,168,8,10,38,
10,45,743,10,30,165,9,8,39,
