A1,A2,A3,B1,B2,B3,C1,C2,C3,
19,31,29,45,62,62,54,70,41,
19,32,28,45,63,62,54,70,41,
19,30,28,44,63,61,53,72,41,
20,31,28,45,63,63,53,70,40,
19,32,27,46,62,62,54,71,41,
19,31,28,46,63,63,53,71,41,
21,31,28,46,62,62,54,71,41,
19,31,27,45,62,62,53,71,41,
19,31,28,46,63,62,54,71,42,
19,31,27,45,62,62,53,71,40,
20,31,29,46,63,63,54,73,40,
19,32,28,45,63,62,53,72,41,
19,30,28,45,63,62,53,73,41,
21,31,28,46,62,62,53,72,41,
20,31,29,46,63,63,54,74,41,
20,31,28,45,63,63,54,73,41,
21,32,27,46,62,63,52,72,42,
21,32,27,46,63,63,53,72,41,
19,32,28,46,62,63,53,74,41,
19,32,29,46,63,63,54,72,41,
19,31,29,46,63,63,54,73,40,
21,31,28,45,60,62,54,73,41,
19,31,28,46,60,63,53,73,41,
19,31,29,44,63,63,54,73,42,
20,30,27,45,62,62,53,72,40,
19,31,28,45,62,62,54,71,42,
19,31,27,45,62,63,54,74,42,
20,32,27,46,63,62,54,73,40,
19,31,28,46,64,63,54,72,41,
21,31,26,45,62,62,53,71,42,
19,31,29,46,62,63,54,72,40,
19,30,28,46,61,62,54,72,41,
19,30,27,45,62,63,55,73,40,
20,32,29,45,63,64,55,73,41,
21,30,28,46,63,63,53,72,41,
19,32,28,44,63,62,53,73,40,
19,32,28,46,64,63,54,72,40,
21,31,28,45,64,62,54,73,40,
19,31,29,46,64,64,54,72,40,
19,30,28,46,63,64,54,72,40,
20,32,28,45,64,64,54,73,41,
20,32,28,46,63,63,54,73,41,
20,32,28,45,64,64,53,72,41,
21,31,28,46,64,63,54,73,41,
21,31,27,46,65,64,54,73,41,
20,30,28,46,63,63,54,73,41,
21,31,28,46,64,63,54,73,41,
21,31,28,45,63,63,54,73,41,
21,30,28,46,64,64,55,73,41,
21,31,28,46,64,63,54,74,40,
20,31,27,46,63,62,54,72,42,
20,32,28,46,64,63,54,73,42,
20,31,29,47,63,63,54,73,42,
21,30,28,46,64,63,54,73,41,
19,32,28,46,64,62,54,73,42,
20,32,28,45,64,63,54,73,42,
19,32,28,46,63,63,54,72,40,
19,32,27,46,63,63,53,73,42,
20,30,29,45,63,63,54,74,41,
19,32,27,45,64,64,54,72,42,
19,31,28,46,63,64,54,74,41,
21,32,29,46,63,64,54,73,42,
21,30,28,45,63,64,54,72,42,
21,31,29,46,64,64,54,72,41,
19,31,27,45,63,63,54,73,41,
20,32,28,45,63,63,53,73,42,
21,31,28,45,64,64,53,73,41,
21,32,29,47,64,63,53,73,41,
20,32,28,46,63,62,53,73,41,
20,32,28,46,64,63,55,72,40,
21,32,28,46,65,63,54,73,41,
20,31,28,45,64,63,55,73,40,
20,31,27,47,65,63,54,73,42,
20,32,28,46,65,63,54,73,41,
21,32,27,47,65,63,54,73,41,
19,31,28,46,64,63,55,74,41,
20,32,29,46,65,64,55,73,42,
21,31,28,47,66,63,54,73,41,
20,31,29,46,64,63,54,72,42,
21,32,27,46,66,63,55,72,40,
21,31,29,46,65,63,56,72,41,
21,31,27,47,65,62,55,73,41,
19,31,28,46,64,64,54,72,42,
21,32,28,46,64,64,54,72,41,
21,32,28,47,64,63,55,73,41,
20,31,27,46,64,63,55,72,42,
21,33,28,46,64,62,54,73,42,
21,33,28,46,65,63,54,73,41,
19,32,28,46,65,63,55,73,40,
19,33,27,47,65,63,56,73,41,
21,32,28,46,65,63,55,72,41,
21,32,27,47,65,63,56,72,40,
